Time,accX,accY,accZ
1.257 sec,-7.442,-15.25,960.872
1.259 sec,-4.636,-14.152,961.238
1.261 sec,-7.808,-13.908,964.41
1.263 sec,-8.662,-13.542,961.482
1.265 sec,-8.174,-15.982,962.336
1.267 sec,-8.174,-16.836,963.678
1.269 sec,-8.174,-13.42,959.652
1.271 sec,-7.686,-12.566,962.092
1.273 sec,-8.418,-14.762,961.36
1.275 sec,-10.492,-14.762,957.09
1.277 sec,-3.172,-14.396,966.484
1.279 sec,-6.71,-12.078,960.506
1.281 sec,-9.394,-14.518,960.75
1.284 sec,-8.296,-15.006,961.482
1.286 sec,-7.32,-14.884,961.604
1.288 sec,-6.71,-14.884,962.214
1.29 sec,-6.71,-14.518,958.798
1.292 sec,-6.71,-14.152,964.166
1.294 sec,-6.832,-15.86,964.532
1.296 sec,-11.712,-15.86,957.578
1.298 sec,-6.1,-16.836,964.532
1.3 sec,-5.978,-12.81,962.702
1.302 sec,-10.126,-14.152,960.75
1.304 sec,-7.442,-13.42,961.116
1.306 sec,-9.272,-13.298,962.946
1.309 sec,-9.272,-15.494,961.97
1.311 sec,-9.272,-13.542,962.458
1.313 sec,-5.734,-13.786,966.118
1.315 sec,-6.466,-16.348,964.288
1.317 sec,-6.832,-16.348,959.042
1.319 sec,-3.172,-15.372,964.776
1.321 sec,-7.198,-14.884,964.776
1.323 sec,-8.174,-15.006,964.288
1.325 sec,-7.442,-13.786,960.994
1.327 sec,-7.076,-12.932,964.044
1.329 sec,-7.564,-13.542,964.776
1.331 sec,-9.76,-14.396,962.702
1.334 sec,-7.32,-14.762,968.07
1.336 sec,-8.662,-16.47,962.946
1.338 sec,-8.296,-16.47,959.53
1.34 sec,-4.392,-15.86,964.044
1.342 sec,-5.49,-15.25,964.044
1.344 sec,-9.76,-14.884,964.654
1.346 sec,-5.612,-15.372,960.872
1.348 sec,-5.49,-14.396,961.482
1.35 sec,-7.93,-14.03,965.63
1.352 sec,-7.076,-14.762,961.604
1.354 sec,-6.344,-13.42,963.068
1.356 sec,-6.466,-15.372,959.896
1.359 sec,-8.54,-14.518,960.872
1.361 sec,-4.758,-14.762,964.532
1.363 sec,-7.686,-14.03,964.532
1.365 sec,-9.028,-15.372,966.24
1.367 sec,-5.734,-15.25,961.238
1.369 sec,-4.88,-15.616,965.996
1.371 sec,-7.32,-16.47,967.216
1.373 sec,-2.684,-15.982,961.482
1.375 sec,-5.734,-14.152,967.094
1.377 sec,-6.954,-14.64,962.946
1.379 sec,-8.662,-14.396,960.506
