Time,accX,accY,accZ
0.966 sec,-574.376,132.614,992.958
0.968 sec,-235.704,172.264,338.428
0.97 sec,-534.116,-671.244,522.77
0.972 sec,-666.12,77.104,954.772
0.975 sec,-247.172,128.1,717.116
0.977 sec,21.228,-170.678,747.86
0.979 sec,774.578,81.496,1376.77
0.981 sec,1148.386,-248.758,862.418
0.983 sec,329.522,309.27,1232.322
0.986 sec,-568.886,-94.184,223.626
0.988 sec,-465.674,-94.184,238.998
0.99 sec,-504.348,-22.57,718.58
0.992 sec,-537.654,274.744,843.63
0.995 sec,-340.014,77.714,489.098
0.997 sec,335.134,158.722,793.366
0.999 sec,973.438,-57.34,1188.158
1.001 sec,1108.37,-187.88,1254.038
1.004 sec,170.922,-15.738,1235.25
1.006 sec,-796.904,-125.538,1396.29
1.008 sec,-411.14,-584.136,392.718
1.011 sec,-377.834,-316.834,1097.756
1.013 sec,-439.078,316.712,554.734
1.015 sec,-410.042,91.378,361.974
1.017 sec,-287.676,-52.46,833.26
1.02 sec,1095.926,-88.206,1378.478
1.022 sec,1334.68,150.304,1502.43
1.024 sec,22.936,53.802,1275.022
1.026 sec,24.766,-82.716,724.192
1.028 sec,-874.74,-449.936,281.088
1.031 sec,-391.254,361.974,702.11
1.033 sec,-645.014,185.318,1104.1
1.035 sec,-389.058,-229.238,473.97
1.038 sec,-159.576,145.546,485.438
1.04 sec,448.96,68.442,821.06
1.042 sec,953.796,-136.396,1577.216
1.044 sec,1020.408,-473.36,1279.902
1.047 sec,-40.26,-152.012,387.96
1.049 sec,-877.18,-0.976,158.844
1.051 sec,-698.45,-0.976,576.328
1.053 sec,-301.096,404.918,874.74
1.055 sec,-466.284,-172.752,232.776
1.058 sec,-67.832,89.914,605.242
1.06 sec,402.478,127.734,1092.876
1.062 sec,1179.862,83.692,1587.952
1.064 sec,1099.708,-127.612,935.984
1.066 sec,29.89,150.67,1350.174
1.069 sec,-1124.474,-166.774,181.292
1.071 sec,-715.652,477.508,271.206
1.073 sec,-450.302,-62.952,941.718
1.075 sec,-728.584,-461.526,501.908
1.078 sec,-407.602,-60.634,754.936
1.08 sec,-32.696,-290.848,966.484
1.082 sec,812.154,-259.128,1596.858
1.085 sec,896.09,293.288,1380.674
1.087 sec,-394.304,147.986,913.048
1.089 sec,-394.304,-46.482,797.27
1.091 sec,-730.536,716.384,1092.022
1.094 sec,-525.332,88.938,-52.338
1.096 sec,-624.762,191.174,669.17
1.098 sec,-288.774,205.936,798.124
1.1 sec,203.74,-309.88,373.564
1.103 sec,803.248,-972.828,1297.958
1.105 sec,1167.052,-554.734,1568.432
1.107 sec,677.344,-10.98,1426.424
1.109 sec,-467.016,-406.016,1387.75
1.112 sec,-839.116,-88.45,872.422
1.114 sec,-418.094,-432.002,123.098
1.116 sec,-538.874,-194.346,825.452
1.119 sec,-275.354,-177.632,809.592
1.121 sec,4.514,-208.62,822.036
1.123 sec,934.398,124.684,2024.346
1.125 sec,1032.486,14.64,875.594
1.128 sec,231.19,122.366,1374.818
1.13 sec,-662.46,828.746,947.696
1.132 sec,-878.156,117.73,684.664
1.134 sec,-274.866,490.196,547.048
1.136 sec,-120.292,-171.044,846.07
1.139 sec,-309.148,-206.912,868.762
1.141 sec,-229.36,25.132,812.886
1.143 sec,92.11,-345.016,1964.566
1.146 sec,1405.318,-541.558,1595.516
1.148 sec,386.984,160.918,1126.304
1.15 sec,-773.846,-242.902,841.068
1.152 sec,-773.846,-377.102,252.54
1.155 sec,-441.274,157.624,176.29
1.157 sec,-452.742,684.908,867.664
1.159 sec,-597.922,593.774,791.78
1.162 sec,-338.184,87.23,571.692
1.164 sec,300.242,292.068,1007.354
1.166 sec,895.724,346.846,1525.244
1.168 sec,1084.214,-184.098,1122.278
1.17 sec,40.504,-216.306,1223.172
1.173 sec,-816.546,59.536,431.88
1.175 sec,-732.732,8.296,543.876
1.177 sec,-179.706,-22.936,556.93
1.179 sec,-335.744,-9.638,903.41
1.181 sec,-405.894,-44.286,679.662
