Time,accX,accY,accZ
1.276 sec,745.054,295.728,-245.098
1.278 sec,1320.65,456.768,729.926
1.281 sec,475.434,-116.144,1071.526
1.283 sec,-308.05,411.384,1858.182
1.285 sec,-646.478,556.686,1228.052
1.288 sec,-451.644,32.696,844.484
1.29 sec,-451.644,95.526,589.26
1.292 sec,-275.232,-113.704,624.396
1.295 sec,342.942,-435.296,-13.42
1.297 sec,999.912,140.178,413.092
1.299 sec,1301.252,-85.644,618.052
1.302 sec,869.738,96.014,1023.58
1.304 sec,-243.878,248.636,1593.442
1.306 sec,-726.998,-208.742,1287.222
1.309 sec,-1033.584,-227.164,743.468
1.311 sec,-1033.584,-152.866,841.068
1.314 sec,-677.71,-457.378,441.884
1.316 sec,436.638,102.114,-74.908
1.318 sec,1191.818,226.92,549.61
1.321 sec,882.06,-79.056,245.342
1.323 sec,25.986,183.488,1862.818
1.325 sec,-789.828,237.9,1454.484
1.327 sec,-494.466,-235.46,1170.102
1.33 sec,-359.412,-244.488,835.822
1.332 sec,-359.412,-115.656,750.422
1.335 sec,-45.018,-124.44,307.44
1.337 sec,620.004,-101.992,-80.276
1.339 sec,1089.704,195.444,1071.16
1.342 sec,1346.636,430.294,1606.008
1.344 sec,490.562,347.944,1318.942
1.346 sec,-479.46,25.742,887.428
1.349 sec,-742.126,-23.302,1056.764
1.351 sec,-1042.612,-366.488,1199.382
1.353 sec,-1042.612,-634.522,728.584
1.356 sec,-238.266,-171.654,180.072
1.358 sec,498.248,-187.026,81.74
1.36 sec,1164.978,-29.524,557.906
1.363 sec,655.14,-188.612,1059.57
1.365 sec,-238.266,37.088,2043.012
1.367 sec,-670.634,-9.882,1164.002
1.37 sec,-373.442,-211.67,1277.462
1.372 sec,-423.584,-97.478,898.042
1.374 sec,-423.584,-99.796,414.312
1.377 sec,111.02,10.98,22.204
1.379 sec,1063.474,260.836,518.866
1.381 sec,1475.224,127.856,1107.638
1.383 sec,1069.696,360.266,732.366
1.386 sec,-139.568,80.642,1426.668
1.388 sec,-499.102,-219.478,1423.13
1.39 sec,-537.898,-254.614,1023.214
1.393 sec,-997.96,-282.552,1123.01
1.395 sec,-997.96,155.55,463.722
1.398 sec,100.406,-118.218,-114.924
1.4 sec,737.734,184.708,294.508
1.402 sec,1159.976,313.418,718.214
1.404 sec,94.55,362.34,1449.116
1.407 sec,-468.236,421.51,1332.972
1.409 sec,-573.644,369.904,1741.794
1.411 sec,-216.916,198.494,1122.644
1.414 sec,-253.028,-211.426,738.466
1.416 sec,-253.028,-162.504,604.266
1.419 sec,500.444,-237.046,-116.388
1.421 sec,922.32,355.752,862.296
1.423 sec,1330.898,-221.064,1174.86
1.426 sec,835.944,321.226,1261.236
1.428 sec,-235.704,349.53,1180.106
1.43 sec,-699.182,173.484,1331.874
1.433 sec,-1009.184,-456.036,1250.744
1.435 sec,-784.826,-408.456,1121.302
1.438 sec,-554.856,-27.206,284.016
1.44 sec,645.258,273.28,-184.342
1.442 sec,1070.916,201.422,767.38
1.445 sec,972.584,241.316,1969.69
1.447 sec,-167.018,435.174,1743.38
1.449 sec,-554.002,400.648,1318.576
1.452 sec,-390.278,-212.28,1091.778
1.454 sec,-367.464,41.358,1211.216
1.457 sec,-149.694,133.834,480.68
1.459 sec,97.112,-481.412,-161.284
1.461 sec,533.262,-231.434,280.356
1.464 sec,1122.034,-717.238,1337.486
1.466 sec,1578.68,59.414,1048.468
1.468 sec,273.402,-226.92,1020.896
1.471 sec,-679.906,-284.626,1604.91
1.473 sec,-851.072,-289.75,1155.95
1.476 sec,-1009.062,-67.1,1144.482
1.478 sec,-687.226,186.782,118.95
1.48 sec,-255.956,-333.67,-349.53
1.483 sec,729.926,103.212,146.156
1.485 sec,1247.694,103.212,1295.884
1.487 sec,399.672,382.47,1491.572
1.49 sec,-849.12,-220.332,965.264
1.492 sec,-395.28,-265.106,1405.684
1.495 sec,-408.456,-160.43,1510.726
1.497 sec,-182.634,-389.79,685.396
1.499 sec,-213.866,49.654,124.318
1.502 sec,243.024,182.268,470.432
1.504 sec,866.322,176.534,1421.788
1.506 sec,1467.416,321.104,939.156
1.509 sec,-290.604,255.102,1413.37
1.511 sec,-781.654,199.104,1535.98
1.514 sec,-971.73,88.206,1215.12
1.516 sec,-761.158,-209.718,1298.202
1.518 sec,-925.004,-106.75,82.594
1.521 sec,197.03,-25.498,4.27
1.523 sec,197.03,58.926,306.098
1.525 sec,765.916,345.138,210.572
1.527 sec,1014.918,345.138,1671.888
1.529 sec,125.294,620.614,1599.42
1.532 sec,-509.716,52.216,2068.388
1.534 sec,-212.524,264.862,1074.088
1.536 sec,-553.026,140.422,904.752
1.539 sec,-296.216,219.234,718.458
1.541 sec,-32.818,-170.068,107.848
1.543 sec,558.15,-359.168,869.494
