Time,accX,accY,accZ
0.965 sec,221.308,-221.552,1155.95
0.968 sec,1058.716,-811.666,1702.266
0.97 sec,1434.476,-609.512,1087.996
0.973 sec,271.206,47.946,1053.592
0.975 sec,-1043.588,144.814,1242.082
0.977 sec,-1006.866,-379.42,703.818
0.98 sec,-689.91,-246.074,941.352
0.982 sec,-994.666,-232.044,569.496
0.984 sec,-619.516,67.222,410.652
0.987 sec,861.686,301.95,913.536
0.989 sec,889.99,74.176,996.252
0.991 sec,267.058,108.214,1454.606
0.993 sec,-407.968,310.612,1394.704
0.996 sec,-942.328,-35.99,1531.1
0.998 sec,-346.236,358.802,522.282
1.001 sec,-343.674,13.542,437.37
1.003 sec,211.426,103.456,1015.894
1.005 sec,219.722,-338.916,425.17
1.007 sec,418.338,-394.792,1321.992
1.01 sec,1494.378,-157.136,1711.416
1.012 sec,1251.598,-240.462,747.006
1.015 sec,-220.332,202.154,1388.482
1.017 sec,-1300.154,-246.318,795.074
1.02 sec,-642.086,441.762,739.442
1.022 sec,-642.086,220.21,407.114
1.024 sec,-855.586,86.62,357.704
1.027 sec,169.824,235.826,280.234
1.029 sec,874.374,-24.278,873.886
1.031 sec,1132.282,31.232,775.92
1.033 sec,-243.268,-68.198,1805.844
1.036 sec,-752.496,-80.398,1096.78
1.038 sec,-874.008,-644.526,495.564
1.041 sec,13.42,126.88,1069.818
1.043 sec,13.42,-150.548,352.214
1.045 sec,50.63,-238.632,501.42
1.047 sec,243.878,-306.83,1202.432
1.05 sec,1250.744,-172.264,1547.57
1.052 sec,1263.798,-9.76,1077.626
1.054 sec,502.152,-67.832,1071.16
1.057 sec,-669.048,69.296,729.56
1.059 sec,-926.224,367.83,915.366
1.061 sec,-801.54,79.422,906.094
1.063 sec,-979.538,-240.34,666.486
1.066 sec,-698.084,13.42,498.248
1.068 sec,-331.108,-254.614,885.354
1.071 sec,1199.138,4.27,1300.398
1.073 sec,408.09,-186.294,1131.062
1.075 sec,-393.45,114.802,1715.442
1.077 sec,-805.566,62.098,1472.418
1.08 sec,-370.88,521.306,985.638
1.082 sec,-223.138,510.57,860.222
1.084 sec,-39.894,15.25,311.222
1.087 sec,23.18,-52.094,610.244
1.089 sec,307.44,-32.818,1351.882
1.091 sec,611.464,-32.818,1393.606
1.094 sec,1328.946,-87.108,1178.642
1.096 sec,-242.78,208.62,1201.578
1.098 sec,-1044.808,-363.072,759.816
1.101 sec,-1037.122,-298.656,916.952
1.103 sec,-682.712,48.312,618.54
1.105 sec,-880.352,252.54,750.544
1.108 sec,-752.496,-86.498,578.89
1.11 sec,-41.48,310.612,754.57
