Time,accX,accY,accZ
0.863 sec,-884.622,-25.986,873.032
0.865 sec,-855.708,-51.728,587.308
0.867 sec,-112.728,-75.762,645.868
0.87 sec,746.884,164.212,927.566
0.872 sec,1068.232,-64.782,910.242
0.874 sec,107.482,325.008,1693.97
0.876 sec,-623.664,297.436,775.066
0.879 sec,-173.728,211.304,552.416
0.881 sec,-173.728,182.756,850.95
0.883 sec,-159.576,281.576,772.87
0.886 sec,180.438,-331.962,731.512
0.888 sec,410.408,-428.83,664.168
0.89 sec,940.986,-164.456,1192.062
0.893 sec,1626.504,-263.52,1694.336
0.895 sec,1165.222,-373.93,1132.648
0.898 sec,-1145.336,-171.654,372.588
0.9 sec,-992.226,-85.766,513.62
0.902 sec,-992.226,-6.466,768.6
0.905 sec,-949.038,-147.62,860.588
0.907 sec,-666.974,248.392,372.588
0.909 sec,334.158,263.642,356.606
0.912 sec,1075.186,392.108,1024.678
0.914 sec,583.648,116.754,1003.816
0.916 sec,-351.97,-52.582,1056.52
0.918 sec,-586.454,-16.958,1189.256
0.921 sec,18.91,-200.812,658.434
0.923 sec,18.91,-449.692,733.342
0.925 sec,-73.932,-418.338,1113.738
0.928 sec,417.484,-350.75,806.42
0.93 sec,570.594,-102.48,842.776
0.932 sec,991.128,-401.136,1401.658
0.935 sec,1133.868,-57.218,1271.972
0.937 sec,560.224,146.644,1266.482
0.939 sec,-597.556,464.698,823.5
0.942 sec,-736.27,192.394,302.438
0.944 sec,-1079.822,202.032,1002.474
0.946 sec,-1090.924,456.89,260.714
0.949 sec,-350.75,-243.024,491.66
0.951 sec,863.272,-78.69,461.282
0.953 sec,856.684,-275.476,1235.25
0.956 sec,353.922,-212.28,1651.636
0.958 sec,-413.336,-98.942,858.758
0.961 sec,-240.34,412.238,812.764
0.963 sec,-319.03,603.778,952.82
0.965 sec,149.45,-462.38,291.092
0.968 sec,55.876,-393.572,1221.952
0.97 sec,299.876,-124.074,462.99
0.972 sec,552.294,-319.152,894.016
0.975 sec,1347.002,-680.15,893.04
0.977 sec,1178.398,-169.946,1013.454
0.979 sec,-32.086,75.518,668.56
0.982 sec,-895.48,102.968,762.988
0.984 sec,-659.288,-60.268,596.702
0.986 sec,-1127.768,47.58,1383.48
0.989 sec,-586.454,421.266,-52.948
0.991 sec,-140.544,293.532,611.952
0.993 sec,724.436,306.708,955.626
0.996 sec,1032.364,387.716,1751.188
0.998 sec,-150.67,352.946,1767.658
1 sec,-475.068,-40.504,1606.862
1.003 sec,-102.968,-108.824,483.608
1.005 sec,-299.388,-150.914,1061.156
1.007 sec,356.484,-26.23,427
1.01 sec,155.062,196.298,851.56
1.012 sec,485.194,-308.05,673.684
1.014 sec,701.744,-322.568,2050.088
1.017 sec,1479.982,-67.832,991.738
1.019 sec,930.128,2.44,991.738
1.021 sec,-425.536,32.94,33.428
1.023 sec,-792.024,3.416,1157.78
1.025 sec,-1062.62,465.43,344.284
1.028 sec,-939.888,179.828,716.262
1.03 sec,-967.704,222.528,127.246
1.033 sec,359.412,37.82,762.012
1.035 sec,1106.662,-340.38,1255.502
1.037 sec,875.716,-282.552,1343.708
1.04 sec,-361.974,-246.562,1534.882
1.042 sec,-838.018,-299.022,1079.7
1.045 sec,-130.296,132.614,932.69
1.047 sec,-85.522,374.174,738.222
1.049 sec,164.334,32.818,124.196
1.051 sec,166.042,-234.606,665.876
1.054 sec,500.688,247.66,1429.474
1.056 sec,950.99,-724.802,1519.876
1.058 sec,1537.444,-349.408,1198.284
1.061 sec,290.604,-289.872,984.906
1.063 sec,-858.27,96.014,1080.432
1.065 sec,-861.32,-45.018,610.366
1.068 sec,-845.46,-43.432,983.32
1.07 sec,-658.068,186.66,803.614
1.072 sec,-683.688,-6.832,495.808
1.075 sec,618.296,-18.178,1123.376
1.077 sec,940.132,447.74,1049.81
1.079 sec,101.748,248.026,1504.138
1.081 sec,-366.366,320.006,1223.66
1.084 sec,-773.602,26.84,1525.976
1.086 sec,-227.286,399.184,735.904
1.089 sec,129.442,171.776,513.132
1.091 sec,285.602,-56.486,1170.102
1.093 sec,299.51,-76.738,725.778
1.095 sec,431.514,-236.07,1072.868
1.098 sec,1453.752,354.654,2011.17
1.1 sec,1118.862,-312.32,911.828
1.102 sec,-219.234,-167.14,1175.714
1.105 sec,-1084.214,25.132,976
1.107 sec,-817.522,284.26,233.63
1.11 sec,-1084.458,322.69,583.892
1.112 sec,-740.906,143.594,321.348
1.114 sec,-721.508,-77.836,682.956
1.117 sec,1024.19,-406.504,862.418
1.119 sec,829.356,-585.356,838.872
1.121 sec,-345.016,57.584,1651.758
1.124 sec,-770.796,-351.726,951.234
1.126 sec,-597.556,-729.682,984.174
1.128 sec,-57.34,-184.464,486.414
1.131 sec,-69.662,221.064,533.14
1.133 sec,148.962,-217.77,448.716
1.135 sec,149.206,75.03,1224.392
1.138 sec,1171.078,-42.578,410.53
1.14 sec,1239.154,320.25,1431.914
1.142 sec,288.286,-178.852,1029.436
1.145 sec,-595.726,-87.962,1160.464
1.147 sec,-748.958,-171.288,541.68
1.149 sec,-643.184,100.528,655.14
1.152 sec,-854,64.416,824.476
1.154 sec,-41.968,-73.444,534.848
1.156 sec,-61.244,331.474,1109.834
1.158 sec,298.046,368.806,782.508
1.161 sec,168.726,154.94,1521.828
1.163 sec,-189.222,483.852,1279.048
1.166 sec,-875.716,119.438,1599.664
1.168 sec,-111.996,527.406,553.88
1.17 sec,-282.796,409.676,909.876
1.172 sec,30.988,57.828,701.134
1.175 sec,343.186,-336.354,1025.654
1.177 sec,329.766,-299.876,624.274
1.179 sec,833.748,-183.976,1945.168
1.182 sec,1167.418,-708.332,854.488
1.184 sec,-298.168,47.58,1286.124
1.186 sec,-955.138,-172.508,794.586
1.189 sec,-726.022,223.992,804.956
1.191 sec,-828.99,-226.31,623.542
1.194 sec,-882.792,104.554,915.488
1.196 sec,147.864,174.338,375.272
1.198 sec,145.668,338.916,1255.624
1.2 sec,864.126,366.854,603.778
1.203 sec,-369.416,117.608,1916.376
1.205 sec,-600.85,53.802,1110.322
1.207 sec,-537.654,-62.464,1270.996
1.21 sec,-36.722,-141.764,760.182
1.212 sec,-35.624,-210.816,415.166
1.214 sec,16.348,-89.304,739.93
1.217 sec,167.262,-51.24,1031.144
1.219 sec,167.262,81.862,1217.438
1.221 sec,924.394,217.038,1567.09
1.223 sec,1280.024,291.336,982.222
1.226 sec,-469.822,-75.152,1066.158
1.228 sec,-878.034,144.204,594.14
1.23 sec,-995.52,271.084,717.726
1.233 sec,-904.508,-32.574,500.078
1.235 sec,-905.118,-81.618,728.584
1.237 sec,-364.048,324.764,540.582
1.24 sec,451.522,87.596,712.114
1.242 sec,848.876,124.928,1321.26
1.244 sec,478.484,40.138,1840.37
1.247 sec,-710.65,-148.718,1121.302
1.249 sec,-409.432,68.198,840.458
1.251 sec,-194.102,-68.32,714.676
1.254 sec,-52.094,-267.302,716.628
1.256 sec,227.286,-50.386,783.484
1.258 sec,396.134,-142.984,874.862
1.26 sec,681.126,47.946,1035.414
1.263 sec,955.748,359.656,1016.26
1.265 sec,1489.62,359.656,1148.996
1.267 sec,-13.786,-69.784,1239.032
1.27 sec,-946.354,-431.636,855.952
1.272 sec,-828.502,-256.2,666.364
1.274 sec,-913.17,6.344,997.35
1.277 sec,-548.39,401.868,658.19
1.279 sec,-51.362,-184.586,430.904
1.281 sec,797.88,404.674,993.08
1.284 sec,955.26,483.608,1890.756
1.286 sec,-228.872,483.608,815.082
1.288 sec,-575.718,-109.434,1268.068
1.291 sec,13.908,473.116,689.3
1.293 sec,-175.436,68.686,606.828
1.295 sec,56.852,115.778,816.546
1.297 sec,197.762,-165.31,772.382
1.3 sec,431.392,-305.122,704.428
1.302 sec,921.954,-169.092,1717.638
1.304 sec,1511.336,-688.812,1801.33
1.307 sec,1062.01,-123.342,968.436
1.309 sec,-443.958,-37.82,304.512
1.312 sec,-912.682,240.218,831.43
1.314 sec,-979.416,184.342,620.614
1.316 sec,-924.516,382.592,545.584
1.319 sec,-586.088,211.182,424.438
1.321 sec,372.71,291.458,395.768
1.323 sec,944.158,-234.972,1110.566
1.325 sec,736.514,-163.968,1412.882
1.328 sec,-373.93,-66.612,1251.232
1.33 sec,-788.974,-299.022,876.692
1.333 sec,-195.566,66.978,895.236
1.335 sec,35.99,103.822,745.786
1.337 sec,230.458,229.604,741.516
1.339 sec,326.106,-291.946,584.624
1.342 sec,524.234,72.834,1271.728
1.344 sec,942.938,-464.332,1488.156
1.346 sec,1379.576,-220.698,927.322
1.349 sec,315.736,-248.026,621.712
1.351 sec,-776.53,-210.572,891.82
1.354 sec,-734.928,210.206,802.882
1.356 sec,-1092.51,-29.036,873.276
1.358 sec,-687.226,9.76,425.902
1.36 sec,-235.826,-326.106,383.934
1.363 sec,557.54,175.68,518.5
1.365 sec,932.934,386.984,1007.232
1.367 sec,184.098,-142.984,1258.918
1.37 sec,-369.538,-160.064,730.658
1.372 sec,-706.502,459.452,730.048
1.375 sec,-318.176,3.904,909.876
1.377 sec,296.094,192.516,397.964
1.379 sec,202.764,-105.896,973.072
1.381 sec,297.558,-399.672,723.826
1.384 sec,639.28,-370.392,1130.818
1.386 sec,1548.79,-176.412,1963.468
1.389 sec,1364.814,210.328,1134.6
1.391 sec,-231.678,-70.76,671.122
1.393 sec,-909.632,83.936,772.016
1.395 sec,-996.374,-29.768,819.718
1.398 sec,-915.244,108.702,775.798
1.4 sec,-731.512,292.434,502.274
1.402 sec,125.416,177.632,473.97
1.405 sec,860.954,560.468,1303.692
1.407 sec,1001.986,450.302,716.994
1.409 sec,-274.866,281.21,1841.834
1.412 sec,-558.15,43.554,1398.974
1.414 sec,-517.402,53.558,903.532
1.416 sec,-47.092,-157.014,767.502
1.419 sec,-76.372,153.232,808.494
1.421 sec,243.878,-350.384,484.34
1.423 sec,360.144,-182.024,1171.078
1.426 sec,985.15,-0.732,1409.344
1.428 sec,1142.164,437.37,1564.406
1.43 sec,766.648,100.406,740.174
1.432 sec,-569.252,351.482,1250.5
1.435 sec,-950.868,185.928,884.744
1.437 sec,-750.422,137.128,377.102
1.439 sec,-789.706,-100.162,583.404
1.442 sec,-399.428,-57.95,442.86
1.444 sec,257.298,25.01,969.534
1.446 sec,1295.152,-314.638,730.292
1.449 sec,552.05,-217.648,1542.69
1.451 sec,-282.064,-278.526,1304.058
1.454 sec,-735.538,278.526,1119.838
1.456 sec,-373.32,255.346,686.006
1.458 sec,-232.654,-8.54,486.78
1.461 sec,130.906,232.044,844.728
1.463 sec,362.218,388.326,495.32
1.465 sec,536.678,26.84,1031.998
1.467 sec,1365.18,-106.14,1025.288
1.47 sec,1417.518,-117.73,1284.294
1.472 sec,1.22,359.046,1014.064
1.474 sec,-897.798,-253.028,765.184
1.477 sec,-795.684,-224.724,683.688
1.479 sec,-667.462,-85.644,662.46
1.481 sec,-995.032,-203.252,562.908
1.484 sec,-15.86,9.394,703.696
1.486 sec,741.76,603.778,1306.498
1.488 sec,1198.894,664.656,384.544
1.49 sec,-174.216,314.638,1693.482
1.493 sec,-641.964,507.032,1130.696
1.495 sec,-626.226,-221.918,1288.808
1.498 sec,-56.608,-169.58,612.318
1.5 sec,-177.998,-277.306,540.216
1.502 sec,102.358,-280.356,902.556
1.505 sec,310.002,-354.41,994.788
1.507 sec,1112.274,-169.092,1651.026
1.51 sec,1511.458,-177.51,1854.278
1.512 sec,944.768,64.172,847.046
1.514 sec,-541.558,9.15,1302.106
1.516 sec,-1003.084,360.632,716.994
1.519 sec,-906.338,117.364,702.964
1.521 sec,-893.406,336.232,625.86
1.523 sec,-924.15,-33.062,539.118
1.526 sec,275.598,123.952,921.832
